1.261827475482002817e-02,-4.908114558538864367e+04,1.046993146585388691e+06,0.000000000000000000e+00,1.514192970578403519e-01,1.544175520027032888e+01,1.544175520027032888e+01,0.000000000000000000e+00,1.544175520027032888e+01
1.261827475482002817e-02,0.000000000000000000e+00,9.979120010000000475e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.479626178737377984e+01,1.479626178737377984e+01,0.000000000000000000e+00,1.479626178737377984e+01
3.389976343900653194e-02,-8.277834051627141889e+04,1.080690341516271466e+06,0.000000000000000000e+00,2.553778642102380592e-01,1.588492573147022036e+01,1.588492573147022036e+01,0.000000000000000000e+00,1.588492573147022036e+01
3.389976343900653194e-02,0.000000000000000000e+00,9.979120010000000475e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.479626178737377984e+01,1.479626178737377984e+01,0.000000000000000000e+00,1.479626178737377984e+01
4.518210430834337238e-02,-4.388478025019855704e+04,9.538237617501986679e+05,0.000000000000000000e+00,1.353880904320421130e-01,1.421643285953339308e+01,1.421643285953339308e+01,0.000000000000000000e+00,1.421643285953339308e+01
4.518210430834337238e-02,0.000000000000000000e+00,9.099389815000001108e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.363927973402955907e+01,1.363927973402955907e+01,0.000000000000000000e+00,1.363927973402955907e+01
5.212751921142422251e-02,-2.701549353082710877e+04,9.369544750308272196e+05,0.000000000000000000e+00,8.334497883697020160e-02,1.399457549806098200e+01,1.399457549806098200e+01,0.000000000000000000e+00,1.399457549806098200e+01
6.456977511255870827e-02,-4.839648725044389721e+04,9.583354687504440080e+05,0.000000000000000000e+00,1.493070708136139124e-01,1.427576882479750608e+01,1.427576882479750608e+01,0.000000000000000000e+00,1.427576882479750608e+01
6.456977511255870827e-02,0.000000000000000000e+00,9.099389815000001108e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.363927973402955907e+01,1.363927973402955907e+01,0.000000000000000000e+00,1.363927973402955907e+01
6.681934956952403915e-02,-8.750141645577037707e+03,9.186891231455771485e+05,0.000000000000000000e+00,2.699489348358392882e-02,1.375435770800034341e+01,1.375435770800034341e+01,0.000000000000000000e+00,1.375435770800034341e+01
7.510391346237191290e-02,-3.222436461696121842e+04,8.541903266169612762e+05,0.000000000000000000e+00,9.941476671417455446e-02,1.290609820218777770e+01,1.290609820218777770e+01,0.000000000000000000e+00,1.290609820218777770e+01
9.506975106830667377e-02,-7.766086896283400711e+04,8.996268309628340648e+05,0.000000000000000000e+00,2.395900512712172414e-01,1.350365891334276469e+01,1.350365891334276469e+01,0.000000000000000000e+00,1.350365891334276469e+01
1.078737347938700381e-01,-4.980349544752703514e+04,8.717694574475270929e+05,0.000000000000000000e+00,1.536478047067603991e-01,1.313729111792434345e+01,1.313729111792434345e+01,0.000000000000000000e+00,1.313729111792434345e+01
1.078737347938700381e-01,0.000000000000000000e+00,8.219659620000000577e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.248229768068533474e+01,1.248229768068533474e+01,0.000000000000000000e+00,1.248229768068533474e+01
