2.000000000000000000e+00,1.277737530000000028e+06,1.752841214315244695e+06,2.276074071264999807e+08,1.417381374825742841e+08,1.440001480995594263e+08,2.248846187109035327e+03,4.492950667430188005e+00,2.253339137776465577e+03,1.140547023774348199e+08,1.797636368148008614e+03,2.316427857175163808e+03,4.114064225323172650e+03
3.000000000000000000e+00,1.195605025499999989e+06,1.578186147151049227e+06,2.252716222514999807e+08,1.254352710649468601e+08,1.261696436992943287e+08,1.932427049752223638e+03,3.203081126904094731e+02,2.252735162442633737e+03,1.261733705451680422e+08,1.958763161687203819e+03,2.291021780323555504e+03,4.249784942010759551e+03
4.000000000000000000e+00,1.182837202000000048e+06,1.663293489201398566e+06,2.191815482479999959e+08,1.103683112666593194e+08,1.235240108890911192e+08,1.895945621934783503e+03,3.657069121660452993e+02,2.261652534100828689e+03,1.309192578709463477e+08,2.037843047442234365e+03,2.208828444294863857e+03,4.246671491737098222e+03
5.000000000000000000e+00,1.196108417000000132e+06,1.076792892897902289e+06,2.144864964025000036e+08,5.593476538702154160e+07,1.454751252696148157e+08,2.258280453171773388e+03,2.942604648756787356e+02,2.552540918047452124e+03,1.621935047790542543e+08,2.564504463949780074e+03,4.214631896075200075e+02,2.985967653557299855e+03
6.000000000000000000e+00,1.233277389500000048e+06,1.581146402526713442e+06,2.298554064484999776e+08,1.250985420159650594e+08,1.380065072438513041e+08,2.116486546564939090e+03,2.004385081937497830e+02,2.316925054758688475e+03,1.291168314678843915e+08,2.009772971569722586e+03,2.249275345151390866e+03,4.259048316721113224e+03
7.000000000000000000e+00,1.197749746499999892e+06,1.392430122328112135e+06,2.260254307895000279e+08,7.638531961787664890e+07,1.476380676462841034e+08,2.263385893371758357e+03,2.771823910954486792e+02,2.540568284467207377e+03,1.604983174180715084e+08,2.483353073964286523e+03,1.207656114020110408e+03,3.691009187984397158e+03
8.000000000000000000e+00,1.169893150000000140e+06,1.150429245367552387e+06,2.065415928175000250e+08,6.545679683476784825e+07,1.404872956113437712e+08,2.188713271075053854e+03,1.573387642614283948e+02,2.346052035336482277e+03,1.472465918010770082e+08,2.317798783248067593e+03,9.064766108564429032e+02,3.224275394104511179e+03
9.000000000000000000e+00,1.163325819499999983e+06,1.256258375047552632e+06,1.956277042170000076e+08,6.792824004152560234e+07,1.345167982607731223e+08,2.144771342753362205e+03,5.576097864567351792e+01,2.200532321399035936e+03,1.350043097834320068e+08,2.171862704456999381e+03,1.035876507557055675e+03,3.207739212014054829e+03
1.000000000000000000e+01,1.190038200500000035e+06,1.716578085963356541e+06,2.109038756260000169e+08,1.387586404469681382e+08,1.038868264481503963e+08,1.624227027282551489e+03,3.811075631694200183e+02,2.005334590451971735e+03,1.027010383199848831e+08,1.631564119528023639e+03,2.535102584107944949e+03,4.166666703635968588e+03
1.100000000000000000e+01,1.252435263000000035e+06,1.592987424029370770e+06,2.274634874864999950e+08,1.212990542412998676e+08,1.221712471151073426e+08,1.885724759726063439e+03,3.504715977894124990e+02,2.236196357515475938e+03,1.280523164168057442e+08,2.006737218427734661e+03,2.071527298124934532e+03,4.078264516552669193e+03
1.200000000000000000e+01,1.217403935000000056e+06,1.622589977786013857e+06,2.253034338390000165e+08,1.309946306604444981e+08,1.128070804178232104e+08,1.740824554962502589e+03,4.327374794629578219e+02,2.173562034425460297e+03,1.210440785905003995e+08,1.893773244489293120e+03,2.233618694804426013e+03,4.127391939293719588e+03
1.300000000000000000e+01,1.206019620000000112e+06,1.611489020127272932e+06,2.258418428080000281e+08,1.034328029533997327e+08,1.344101987476013005e+08,2.056182431541590631e+03,2.924071425375388458e+02,2.348589574079129761e+03,1.401327651998017430e+08,2.164951047456891047e+03,1.943602977587085206e+03,4.108554025043976253e+03
1.400000000000000000e+01,1.230240266000000061e+06,2.116582593600000255e+06,2.274820616834999919e+08,1.034572250602489412e+08,1.357554826608036757e+08,2.075433499866295278e+03,2.920661685722247398e+02,2.367499668438520075e+03,1.415560399300058186e+08,2.187944020117764921e+03,1.810333730451694009e+03,3.998277750569459386e+03
1.500000000000000000e+01,1.231755827999999980e+06,1.711027607133986196e+06,2.313560411880000234e+08,1.402402482624881268e+08,1.125039591984580159e+08,1.729599371665696253e+03,4.553559583949431158e+02,2.184955330060639426e+03,1.192240224773749262e+08,1.857144790702502405e+03,2.458295249734670051e+03,4.315440040437172684e+03
1.600000000000000000e+01,1.260961168499999912e+06,1.385769547732867301e+06,2.299995123989999890e+08,1.002638495737510622e+08,1.401494908901283741e+08,2.151959710063386865e+03,3.006042087110440093e+02,2.452563918774430931e+03,1.456640874799769819e+08,2.284519562120746286e+03,1.805900416098907044e+03,4.090419978219652876e+03
1.700000000000000000e+01,1.276488014999999898e+06,1.737299873593007214e+06,2.576768974150000215e+08,1.428534136953558326e+08,1.376708436275043786e+08,2.074691358650498842e+03,4.194827841301907938e+02,2.494174142780689181e+03,1.430385721301310658e+08,2.180167403208347878e+03,2.333499367834366694e+03,4.513666771042713663e+03
1.800000000000000000e+01,1.208247882999999914e+06,1.747290735485874116e+06,2.461933731904999912e+08,1.399690148636928797e+08,1.267160532396964431e+08,1.911528471467080180e+03,4.648053903365635051e+02,2.376333861803643686e+03,1.344558923496555090e+08,2.054831052793960225e+03,2.437678989128412468e+03,4.492510041922372693e+03
1.900000000000000000e+01,1.171808204499999993e+06,1.642941733493706444e+06,2.189198416614999771e+08,1.350268685140212476e+08,1.059785477055337280e+08,1.635850689346571926e+03,4.595758297261053258e+02,2.095426519072677365e+03,1.134184758150599003e+08,1.771998471323392096e+03,2.356110415716687839e+03,4.128108887040079935e+03
2.000000000000000000e+01,1.215346222500000149e+06,1.628880520459300838e+06,2.113424983154999912e+08,1.329387783784120530e+08,9.892116004129822552e+07,1.550578498740404029e+03,4.541192921407490530e+02,2.004697790881153196e+03,1.058594334196566939e+08,1.692338132509833031e+03,2.418889372990448464e+03,4.111227505500281040e+03
2.100000000000000000e+01,1.241699590999999782e+06,1.012407338477202924e+06,2.155371644164999723e+08,6.007246233835636824e+07,1.376552820497216582e+08,2.169150867533631754e+03,3.575502076669258713e+02,2.526701075200557625e+03,1.576822067063569129e+08,2.547225894287671963e+03,2.194924944241267895e+02,2.766718388711798980e+03
2.200000000000000000e+01,1.322864121000000043e+06,1.800575332247832557e+06,2.385767211374999881e+08,1.486825265619608462e+08,1.332852550840074718e+08,2.057361920920948705e+03,2.142603872691664151e+02,2.271622308190115291e+03,1.187061145138195604e+08,1.855811168103120053e+03,2.455694392999002048e+03,4.311505561102121646e+03
2.300000000000000000e+01,1.300220637499999953e+06,1.805015715311328880e+06,2.749020917369999886e+08,1.500090910021804273e+08,1.452772211396693587e+08,2.178686194488439469e+03,4.324679419099795723e+02,2.611154136398418814e+03,1.524965092711920738e+08,2.309216885987812475e+03,2.371419145691991162e+03,4.680636031679803637e+03
2.400000000000000000e+01,1.250729209500000114e+06,1.785404023447552696e+06,2.571093775139999688e+08,1.479343220157616735e+08,1.304415001234585643e+08,1.962457097204107868e+03,4.724934772051246910e+02,2.434950574409232559e+03,1.381630184937074780e+08,2.103311579808346778e+03,2.400691181339274408e+03,4.504002761147621641e+03
2.500000000000000000e+01,1.193633215000000084e+06,1.843869067116923397e+06,2.247164807609999776e+08,1.473208090891552567e+08,1.016791470013036132e+08,1.571426326636948033e+03,5.027342624166103633e+02,2.074160589053558397e+03,1.088235960183209479e+08,1.705097618912220696e+03,2.522723566990987365e+03,4.227821185903207152e+03
2.600000000000000000e+01,1.203850638999999966e+06,1.464956379031888209e+06,2.250740112789999843e+08,8.018517742446377873e+07,1.444199964448432922e+08,2.225723056673987230e+03,2.565974300277885618e+02,2.482320486701775735e+03,1.556357630773172975e+08,2.411124421540913318e+03,1.261332523009249144e+03,3.672456944550162461e+03
2.700000000000000000e+01,1.215194694499999983e+06,1.509360209666853305e+06,2.343026402724999785e+08,1.181944864160718918e+08,1.373920794978775382e+08,2.093583433847201832e+03,2.649514421238750401e+02,2.358534875971076872e+03,1.368021666681527793e+08,2.113850097147357246e+03,2.116859206691080090e+03,4.230709303838437336e+03
2.800000000000000000e+01,1.206915535000000149e+06,1.591137264419580577e+06,2.151767461660000086e+08,1.324007519638850391e+08,1.022005891227319092e+08,1.596279545222584147e+03,4.452337682329863924e+02,2.041513313455570369e+03,1.103521776007098109e+08,1.750245795796314269e+03,2.369152625237403754e+03,4.119398421033717568e+03
2.900000000000000000e+01,1.197908861999999965e+06,1.161900234948251862e+06,2.097372690964999795e+08,5.593439535509958863e+07,1.449877530119740069e+08,2.283995832427724054e+03,2.635361447030965110e+02,2.547531977130820451e+03,1.594180309019811153e+08,2.532928673088457344e+03,6.806955584485190229e+02,3.213624231536976367e+03
