1.487256273083395908e-03,-5.784962134708883241e+03,1.003696963134708931e+06,0.000000000000000000e+00,1.784707527700075264e-02,1.487234303827518644e+01,0.000000000000000000e+00,1.487234303827518644e+01
1.487256273083395908e-03,0.000000000000000000e+00,9.979120010000000475e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.479626178737377984e+01,0.000000000000000000e+00,1.479626178737377984e+01
5.260283973852607209e-03,-1.467589868483564351e+04,1.012587899684835691e+06,0.000000000000000000e+00,4.527633240923054081e-02,1.498927268425510029e+01,0.000000000000000000e+00,1.498927268425510029e+01
5.260283973852607209e-03,0.000000000000000000e+00,9.979120010000000475e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.479626178737377984e+01,0.000000000000000000e+00,1.479626178737377984e+01
5.260283973852607209e-03,0.000000000000000000e+00,9.099389815000001108e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.363927973402955907e+01,0.000000000000000000e+00,1.363927973402955907e+01
5.260283973852607209e-03,0.000000000000000000e+00,9.099389815000001108e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.363927973402955907e+01,0.000000000000000000e+00,1.363927973402955907e+01
5.638682812359128646e-03,-1.471853232152992859e+03,9.114108347321531037e+05,0.000000000000000000e+00,4.540786062078262450e-03,1.365863689358184274e+01,0.000000000000000000e+00,1.365863689358184274e+01
5.638682812359128646e-03,0.000000000000000000e+00,9.099389815000001108e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.363927973402955907e+01,0.000000000000000000e+00,1.363927973402955907e+01
2.246400428848319142e-02,-6.544524262916110456e+04,9.753842241291612154e+05,0.000000000000000000e+00,2.019038577134887602e-01,1.449998647831378129e+01,0.000000000000000000e+00,1.449998647831378129e+01
3.619165334796517475e-02,-5.339626495105389040e+04,9.633352464510540012e+05,0.000000000000000000e+00,1.647317887137838555e-01,1.434152367899250535e+01,0.000000000000000000e+00,1.434152367899250535e+01
4.215787944955754624e-02,-2.320675508953689132e+04,8.451727170895369491e+05,0.000000000000000000e+00,7.159471321910845787e-02,1.278750260950955209e+01,0.000000000000000000e+00,1.278750260950955209e+01
5.331673959499650534e-02,-4.340447882196179125e+04,8.653704408219618490e+05,0.000000000000000000e+00,1.339063217452675092e-01,1.305313409527229851e+01,0.000000000000000000e+00,1.305313409527229851e+01
5.837132337848178337e-02,-1.966075136032479350e+04,8.416267133603248512e+05,0.000000000000000000e+00,6.065500540182330869e-02,1.274086714446461066e+01,0.000000000000000000e+00,1.274086714446461066e+01
6.510376377174235951e-02,-2.618708924216032028e+04,8.481530512421603780e+05,0.000000000000000000e+00,8.078928471912692755e-02,1.282669863969189805e+01,0.000000000000000000e+00,1.282669863969189805e+01
6.510376377174235951e-02,0.000000000000000000e+00,8.219659620000000577e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.248229768068533474e+01,0.000000000000000000e+00,1.248229768068533474e+01
6.723900200396770721e-02,-8.305409461408620700e+03,8.302713714614086784e+05,0.000000000000000000e+00,2.562285878670409606e-02,1.259152673462868677e+01,0.000000000000000000e+00,1.259152673462868677e+01
6.723900200396770721e-02,0.000000000000000000e+00,7.377580304999999935e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.138174230301799739e+01,0.000000000000000000e+00,1.138174230301799739e+01
7.113827864027209846e-02,-1.516696759127476253e+04,7.529249980912747560e+05,0.000000000000000000e+00,4.679131963565264646e-02,1.157430160823062870e+01,0.000000000000000000e+00,1.157430160823062870e+01
7.113827864027209846e-02,0.000000000000000000e+00,7.377580304999999935e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.138174230301799739e+01,0.000000000000000000e+00,1.138174230301799739e+01
7.827882828833963857e-02,-2.777450670921744313e+04,7.655325372092174366e+05,0.000000000000000000e+00,8.568659577681041195e-02,1.174011035935908787e+01,0.000000000000000000e+00,1.174011035935908787e+01
7.827882828833963857e-02,0.000000000000000000e+00,7.377580304999999935e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.138174230301799739e+01,0.000000000000000000e+00,1.138174230301799739e+01
8.711945965105731549e-02,-3.438729330367059447e+04,7.721453238036705879e+05,0.000000000000000000e+00,1.060875763526120952e-01,1.182707878963307380e+01,0.000000000000000000e+00,1.182707878963307380e+01
9.069256482562437771e-02,-1.389826253369846381e+04,6.674483615336985094e+05,0.000000000000000000e+00,4.287726209480470507e-02,1.049674668755372231e+01,0.000000000000000000e+00,1.049674668755372231e+01
9.069256482562437771e-02,0.000000000000000000e+00,6.535500990000000456e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.032180771279066711e+01,0.000000000000000000e+00,1.032180771279066711e+01
9.069256482562437771e-02,0.000000000000000000e+00,6.535500990000000456e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.032180771279066711e+01,0.000000000000000000e+00,1.032180771279066711e+01
9.069256482562437771e-02,0.000000000000000000e+00,6.535500990000000456e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.032180771279066711e+01,0.000000000000000000e+00,1.032180771279066711e+01
1.077744335436146977e-01,-6.644313122900819872e+04,7.199932302290082444e+05,0.000000000000000000e+00,2.049824246158838958e-01,1.115813478814033033e+01,0.000000000000000000e+00,1.115813478814033033e+01
1.107705820548707115e-01,-1.165408141237578820e+04,6.652041804123758338e+05,0.000000000000000000e+00,3.595378213507209597e-02,1.046849893042617552e+01,0.000000000000000000e+00,1.046849893042617552e+01
1.209647073056108052e-01,-3.965196156123781111e+04,6.068716125612377655e+05,0.000000000000000000e+00,1.223295030088811935e-01,9.734260417487472949e+00,0.000000000000000000e+00,9.734260417487472949e+00
